CW,Biomass,hydro,windoffshore,windonshore,solar,otherrenewable,nuclear,browncoal,hardcoal,fossilgas,hydroppumpedstorage,otherconventional,totalgridload,residualload,reversehydropumped,sumconventional,sumrenewable,newexpMWh
1,1001.91,297.65,121.47,4678.80,111.42,28.98,2483.35,3016.35,713.15,290.11,262.40,1466.02,12496.88,7585.48,270.30,7968.97,6502.62,2441.22,2015
2,1003.26,399.33,96.12,3857.14,197.07,33.10,2775.44,3721.42,1686.83,380.24,281.47,1883.90,14945.02,10794.98,221.40,10447.82,5867.49,2125.76,2015
3,1012.62,420.65,109.25,4565.56,239.04,31.99,2746.91,3685.50,1763.59,340.21,280.76,1069.79,15436.87,10523.30,221.17,9606.01,6659.86,1982.31,2015
4,1013.84,413.77,39.96,679.89,173.88,34.82,2838.41,4655.42,2935.65,743.47,317.22,2310.58,15730.58,14837.17,207.64,13483.52,2673.38,1254.32,2015
5,1015.02,366.54,93.03,2406.59,175.32,33.87,2780.51,4205.30,2814.30,504.11,292.10,2179.75,15708.90,13034.28,196.46,12483.97,4382.45,2175.46,2015
6,1018.02,343.35,68.20,1449.04,337.32,35.18,2830.24,4353.62,3028.73,744.41,278.62,2253.83,15931.81,14077.59,183.28,13210.84,3529.72,1742.43,2015
7,1011.58,317.52,95.28,1711.57,434.46,33.86,2790.63,4142.92,2990.91,647.35,284.27,2223.93,15736.20,13495.17,204.76,12795.74,3888.54,1839.79,2015
8,996.25,309.71,125.94,2038.76,587.10,30.63,2781.32,4031.80,2983.19,546.98,272.90,2093.76,15497.13,12745.64,209.97,12437.05,4361.29,2225.57,2015
9,994.40,318.81,131.83,2041.77,681.53,25.73,2757.23,4212.86,2734.16,465.57,289.77,2083.50,15477.45,12622.65,196.01,12253.32,4483.84,2182.05,2015
10,998.28,355.04,179.33,3315.65,777.87,26.25,2696.88,4277.86,2135.73,433.67,312.49,1812.37,15323.47,11050.90,225.26,11356.51,5964.91,2238.08,2015
11,986.52,330.19,129.82,1251.73,1036.77,20.07,2485.64,4275.23,2900.05,438.67,274.37,2067.95,14955.60,12537.58,188.50,12167.54,4029.47,2051.26,2015
12,986.83,329.05,127.60,1533.41,1185.27,25.39,2452.68,4185.45,2574.76,476.92,311.68,1921.66,14765.88,11919.93,223.53,11611.47,4499.23,2034.26,2015
13,993.78,347.96,101.54,1260.17,959.99,25.67,2264.85,4157.12,2862.29,520.62,318.08,1786.22,14738.19,12416.82,215.82,11591.09,4007.19,1596.05,2015
14,995.79,426.63,198.61,4148.06,917.94,31.07,2364.06,3295.17,1116.45,383.47,297.09,1332.07,14251.64,8987.37,223.37,8491.21,7015.20,2088.42,2015
15,998.16,403.11,60.59,1103.35,1514.38,36.92,2309.52,3799.01,2126.35,334.21,253.54,1710.49,13604.22,10926.22,193.74,10279.58,4370.05,1632.56,2015
16,985.62,438.98,198.21,2095.76,1618.53,28.97,2369.84,3466.40,1987.88,289.84,313.55,1470.77,14116.91,10204.75,241.64,9584.72,5679.62,1560.34,2015
17,986.05,420.00,123.32,1000.21,1847.40,31.63,2424.90,3465.26,2275.27,237.25,280.95,1660.09,13799.72,10829.11,199.83,10062.78,4689.57,1383.03,2015
18,992.67,460.00,101.56,1008.51,1366.42,33.12,2400.85,3258.41,2097.39,252.32,281.99,1442.72,13328.70,10852.53,179.52,9451.69,4244.27,912.23,2015
19,981.80,502.76,268.27,2252.11,1387.39,28.83,2363.42,3196.49,1449.38,264.75,307.87,1242.84,13889.90,9982.44,183.20,8516.88,5729.04,784.27,2015
20,981.99,523.13,195.12,1657.93,1694.47,26.34,2351.83,3053.12,1019.89,295.69,300.75,1204.63,13009.31,9462.15,202.43,7925.15,5379.73,575.53,2015
21,989.62,525.00,138.95,1228.40,1487.11,26.31,2358.01,2917.94,1828.30,308.82,300.49,1510.21,13714.31,10860.18,201.96,8923.28,4695.87,265.08,2015
22,1001.33,521.15,182.18,1357.48,1397.52,26.42,2278.43,2885.59,1776.19,296.08,321.38,1353.77,13019.70,10082.88,201.20,8590.06,4807.46,784.34,2015
23,967.76,509.15,230.73,2188.97,1838.38,23.82,2226.22,3207.05,1103.84,300.25,319.64,1251.76,13303.56,9045.82,221.85,8089.11,6078.44,1107.35,2015
24,952.63,502.28,137.95,930.34,1580.99,27.03,2239.46,3380.32,2086.42,292.39,303.80,1642.98,13754.85,11105.87,172.91,9641.57,4435.02,811.47,2015
25,954.49,543.57,242.92,1292.48,1383.96,28.98,2134.79,3327.96,2077.75,263.92,284.01,1469.29,13560.49,10641.43,139.95,9273.71,4730.41,887.19,2015
26,950.33,537.07,122.33,1100.17,1345.85,29.60,2117.51,3522.20,2346.51,234.32,295.58,1605.33,13698.07,11130.04,161.07,9825.89,4380.92,933.58,2015
27,951.06,532.86,145.69,896.54,2072.70,25.77,1980.39,3517.44,2527.15,341.54,360.70,1650.55,13879.59,10765.00,192.35,10017.07,4985.33,1411.08,2015
28,942.18,501.69,254.49,1975.87,1799.90,23.47,1599.10,3558.44,2007.47,327.44,292.56,1386.17,13908.24,9878.36,192.44,8878.61,5790.15,1062.28,2015
29,955.90,467.44,143.98,1013.37,1470.94,24.25,1620.45,3780.73,2501.29,313.95,299.55,1681.15,13866.42,11238.49,181.33,9897.57,4375.42,852.76,2015
30,938.61,450.98,212.07,1504.58,1533.27,24.76,1647.71,3842.04,2244.54,530.39,254.87,1561.80,13852.54,10602.94,180.82,9826.47,4919.14,1294.02,2015
31,932.96,412.88,332.89,2586.68,1533.55,23.85,1880.07,3773.30,1127.05,352.20,244.25,982.60,13433.91,8981.15,198.53,8115.22,6067.06,970.02,2015
32,920.86,419.96,119.66,920.85,1854.26,22.66,1977.93,3909.27,2008.43,297.53,272.00,1099.60,13468.86,10574.41,203.63,9292.76,4530.25,750.64,2015
33,925.84,412.86,135.61,1013.35,1627.08,22.19,2351.93,3802.25,2442.51,295.72,272.51,1084.88,13573.44,10797.70,200.13,9977.29,4409.44,1201.17,2015
34,942.22,429.08,164.90,693.93,1173.29,21.67,2616.66,4033.78,2262.67,267.79,228.20,1175.46,13382.02,11350.25,180.40,10356.36,3653.29,945.94,2015
35,950.10,382.39,391.62,2001.46,1485.21,21.94,2555.11,3993.47,2047.97,269.41,281.39,1107.71,13742.30,9864.32,211.02,9973.68,5514.12,1968.74,2015
36,950.13,401.30,380.76,1581.80,1271.21,20.69,2597.52,3825.82,2642.89,306.69,296.23,1265.08,13830.51,10597.08,207.00,10638.01,4902.11,1920.30,2015
37,966.87,381.05,232.02,1661.37,1276.77,22.23,2564.04,4141.90,2600.21,251.70,240.55,1147.86,13827.50,10657.62,188.09,10705.71,4780.87,2076.30,2015
38,972.82,370.45,333.01,2268.27,931.96,20.75,2571.65,4314.52,2191.06,294.35,230.61,2111.11,14053.32,10520.37,175.61,11482.69,5127.87,1928.76,2015
39,968.42,364.21,209.27,1064.52,974.05,23.32,2533.24,4472.91,3069.32,367.43,255.78,1095.76,14006.35,11758.83,212.87,11538.67,3859.56,1928.10,2015
40,972.62,332.88,44.63,1058.66,1528.78,23.81,2322.56,4451.73,3129.50,297.61,298.14,1401.78,13824.82,11193.08,212.12,11603.18,4259.52,2197.55,2015
41,981.28,352.59,265.53,1161.14,662.38,21.87,2081.78,4422.39,3217.31,505.65,267.56,1176.97,14087.45,11998.70,187.98,11404.10,3712.34,1529.85,2015
42,992.21,340.78,498.28,1154.55,533.91,22.94,1986.87,4271.36,3304.89,730.67,296.18,1512.87,14605.04,12418.61,224.31,11806.65,3838.85,1495.23,2015
43,1000.02,341.39,276.00,871.75,458.26,23.09,2237.91,4225.05,3513.83,599.39,285.11,1492.99,14569.15,12963.45,205.18,12069.18,3255.61,1231.38,2015
44,1003.62,311.02,256.73,1065.54,548.34,23.91,2672.85,4310.45,3034.02,667.39,275.69,1733.27,14504.91,12634.59,216.95,12417.98,3484.84,1544.26,2015
45,999.30,274.47,207.44,1111.10,661.68,26.58,2647.91,4223.61,3067.03,660.38,242.19,1442.17,14608.46,12628.52,205.68,12041.09,3522.76,1604.40,2015
46,996.45,255.52,640.61,4127.40,454.28,19.12,2544.77,3398.55,2132.08,519.69,275.75,1230.37,14849.63,9627.65,248.25,9825.46,6769.12,2288.49,2015
47,1000.50,276.74,464.43,4464.31,291.25,19.57,2587.43,3780.56,1935.86,578.45,291.82,1238.20,15147.49,9927.80,246.17,10120.51,6808.62,2465.11,2015
48,1005.60,317.14,469.84,2292.10,255.02,31.10,2648.17,4242.78,3073.62,931.22,288.76,1521.70,15600.20,12583.53,233.83,12417.50,4659.55,2131.79,2015
49,1095.05,346.89,547.59,4539.32,197.35,26.02,2553.28,3455.35,2373.45,647.17,272.94,1284.77,15457.79,10173.85,244.89,10314.02,7025.17,2466.87,2015
50,1159.80,308.73,373.96,3390.39,337.12,28.26,2610.96,3819.80,2725.53,654.95,260.25,1269.28,15383.54,11282.35,229.32,11080.51,5858.52,2302.39,2015
51,1157.43,292.08,428.83,2153.11,205.25,40.39,2633.60,4187.98,2918.62,816.27,282.64,1360.30,14939.10,12152.23,220.47,11916.77,4559.74,2177.68,2015
52,1156.04,271.13,641.42,4742.44,317.15,34.50,2448.10,3055.62,676.16,393.62,265.60,949.80,12550.05,6849.34,260.65,7523.30,7428.28,2804.90,2015
53,1158.54,248.79,544.53,2768.39,334.28,38.19,2616.20,3245.78,1343.96,456.06,255.88,893.80,12286.47,8639.57,230.72,8555.80,5348.59,2370.29,2015
1,1150.68,259.75,445.32,2230.08,145.71,44.46,2613.40,3466.49,1046.03,492.15,240.69,832.05,11725.81,8905.03,203.32,8450.11,4516.69,1885.10,2016
2,1143.07,304.54,590.74,2540.20,190.88,45.04,2627.92,3794.27,2734.96,714.05,291.91,1272.69,14768.39,11446.91,224.07,11143.89,5106.38,2426.47,2016
3,1151.72,360.03,317.35,2269.20,176.21,46.46,2670.72,4326.73,3168.06,741.68,280.02,1413.88,15501.07,12738.62,229.32,12321.06,4601.00,2272.21,2016
4,1152.66,329.84,304.43,1207.86,191.04,47.44,2675.52,4424.04,3759.95,1378.48,351.18,1548.79,16042.57,14339.53,227.84,13786.78,3584.46,2358.85,2016
5,1143.88,325.07,635.37,4620.38,344.43,44.00,2545.02,3557.70,1947.41,622.65,269.44,1172.43,15401.79,9801.91,233.06,9845.21,7382.57,2737.38,2016
6,1169.63,421.45,546.08,4453.10,281.39,40.31,2608.82,3474.14,1738.26,521.68,338.37,1206.76,15365.63,10085.34,268.32,9549.66,7250.33,2128.72,2016
7,1177.14,402.59,403.87,3886.09,419.39,40.28,2587.85,3753.87,1990.76,580.11,290.97,1229.62,15250.84,10541.82,256.90,10142.22,6620.34,2299.65,2016
8,1169.53,396.65,431.38,1929.97,384.89,43.88,2635.80,4239.59,2855.19,724.98,294.99,1337.30,15587.04,12841.08,229.32,11792.86,4651.30,1751.17,2016
9,1172.20,412.81,408.86,2768.61,644.43,43.00,2521.46,3602.25,2589.01,594.28,267.78,1277.62,15254.81,11433.17,233.71,10584.62,5717.68,1774.51,2016
10,1174.46,469.38,244.57,2020.29,541.69,48.32,2628.82,3887.81,2831.06,519.17,281.04,1396.57,15276.49,12470.30,209.84,11263.43,4779.75,1582.30,2016
11,1176.33,489.15,160.40,1016.93,809.89,49.45,2637.05,3756.28,3094.62,589.13,286.71,1473.33,15084.68,13097.74,205.35,11550.39,3988.87,1403.30,2016
12,1174.81,446.99,175.71,1295.34,1014.45,48.84,2617.24,3821.66,2770.96,509.36,253.48,1375.15,14921.21,12436.02,199.69,11094.36,4409.61,1713.96,2016
13,1176.90,411.57,366.44,1758.67,730.71,48.28,2577.63,3884.88,2465.50,486.34,271.86,1654.84,14186.38,11330.87,200.57,11069.18,4764.41,2128.26,2016
14,1177.65,460.22,390.40,2633.32,1039.82,43.11,2416.57,3195.03,1770.94,405.35,280.56,1962.03,13721.63,9658.42,216.37,9749.92,6025.08,1926.35,2016
15,1158.99,542.26,330.89,1647.06,1146.26,40.30,2048.43,3652.57,2498.93,378.28,275.39,1070.60,14123.92,11000.01,208.51,9648.80,5141.15,1303.54,2016
16,1164.67,537.65,261.92,1434.13,1213.08,42.23,1643.92,3891.39,2408.39,472.31,264.22,1150.06,14067.16,11158.33,178.68,9566.08,4917.90,1103.54,2016
17,1151.64,610.90,387.82,1851.29,1482.14,42.03,1634.34,3784.05,1891.02,332.73,269.70,1027.28,13936.89,10215.95,185.43,8669.43,5795.52,1185.51,2016
18,1148.38,576.22,296.34,2280.99,1374.02,42.42,1630.66,3648.51,2469.53,380.25,300.19,1230.00,14282.27,10331.25,223.22,9358.95,6018.56,1731.12,2016
19,1142.80,540.42,255.67,1639.75,1941.58,39.25,1583.44,3444.43,1694.55,337.86,260.58,976.76,13151.67,9314.98,240.78,8037.04,5820.04,1327.76,2016
20,1125.36,610.79,516.64,2860.63,1728.33,37.11,1597.61,3152.38,1548.83,347.47,306.07,955.54,13930.30,8825.05,217.10,7601.83,7184.94,1374.12,2016
21,1133.15,656.33,285.03,1690.44,1432.36,38.17,1782.17,3384.09,1672.31,428.02,275.59,1083.54,13345.42,9937.94,219.67,8350.13,5511.08,1054.99,2016
22,1114.73,686.06,148.20,965.18,1340.47,37.02,1604.94,3553.65,2233.97,475.46,234.81,1194.48,13466.70,11013.17,212.12,9062.50,4526.48,717.07,2016
23,1099.12,676.15,367.08,1071.91,1347.44,36.64,1736.65,3386.18,2162.71,427.44,271.52,1100.49,13871.81,11085.69,218.73,8813.46,4869.86,360.96,2016
24,1088.58,666.68,161.52,751.70,1894.69,33.20,2101.66,3317.94,2251.61,323.74,203.34,1000.45,13620.82,10813.23,190.76,8995.41,4799.71,586.68,2016
25,1100.27,658.20,143.87,826.14,1391.38,32.76,2022.42,3534.94,2434.00,424.32,254.18,1065.49,13704.45,11343.39,216.34,9481.17,4406.79,600.32,2016
26,1082.81,656.70,184.66,1064.19,1791.13,32.31,2181.35,3106.08,2354.78,386.35,310.63,1167.46,13739.30,10699.69,219.67,9196.04,5122.42,886.06,2016
27,1093.43,683.29,317.49,1656.93,1613.60,30.27,2127.90,3289.01,1884.53,363.12,260.06,1088.30,13841.08,10253.43,226.51,8752.86,5655.07,896.57,2016
28,1089.12,702.76,382.70,1976.70,1878.70,26.93,2195.32,3301.86,1511.41,349.51,275.64,979.29,13831.03,9593.27,226.07,8337.39,6332.56,995.55,2016
29,1072.36,653.73,418.04,1809.50,1527.15,26.94,2157.88,3764.10,1500.27,367.78,247.20,984.95,13791.06,10036.68,201.80,8774.99,5754.93,1096.36,2016
30,1068.80,710.46,147.08,739.57,1796.87,27.26,1957.18,3741.85,2333.46,442.74,253.15,1253.38,13749.91,11066.74,159.25,9728.61,4743.19,1116.67,2016
31,1069.39,732.53,84.31,622.47,1603.57,27.92,1949.80,3531.35,2768.36,441.19,217.23,1214.58,13559.78,11249.75,158.58,9905.27,4357.43,1070.05,2016
32,1090.31,696.38,291.76,1365.42,1242.95,31.57,1980.37,3576.69,2079.20,419.60,201.80,1044.89,13337.22,10437.40,165.35,9100.74,4920.19,1021.05,2016
33,1105.16,734.77,525.71,1859.85,1478.04,32.29,2239.14,3256.47,1243.15,352.20,255.84,881.99,13254.09,9390.85,215.84,7972.95,5991.65,916.39,2016
34,1092.79,698.74,127.20,635.76,1712.99,31.71,2504.28,3632.01,1878.43,563.03,236.75,972.76,13207.72,10732.14,180.85,9550.52,4535.94,1163.37,2016
35,1080.25,638.75,210.93,1284.59,1782.32,32.21,2553.30,3609.26,1901.88,860.52,254.61,1089.95,13677.43,10399.93,206.78,10014.91,5283.65,1837.68,2016
36,1084.13,605.64,257.86,1096.59,1617.97,30.93,2438.32,3694.47,2185.20,776.72,263.00,1235.19,13631.60,10659.52,183.12,10329.89,4956.11,1916.55,2016
37,1081.29,581.44,131.57,1033.15,1493.66,30.64,2252.77,3767.58,2281.88,852.54,262.75,1360.76,13605.42,10947.37,188.08,10515.53,4614.50,1844.10,2016
38,1073.52,524.86,283.73,1336.25,1396.99,32.67,2254.69,3691.51,2244.95,887.77,237.12,1241.39,13679.68,10663.02,193.45,10320.30,4885.14,1978.50,2016
39,1100.64,585.16,115.24,634.68,1120.71,38.24,2435.58,4145.00,2591.37,914.23,195.69,1255.37,13469.12,11598.82,177.96,11341.55,3790.36,1988.83,2016
40,1098.32,476.88,452.98,2018.16,1146.44,36.06,2604.56,3727.73,1943.99,698.75,260.02,1235.62,13812.50,10195.23,223.71,10210.65,5488.86,2378.11,2016
41,1115.09,437.18,470.61,2146.34,672.70,40.19,2626.46,3846.93,1880.96,856.94,246.32,1726.81,13732.97,10443.64,194.64,10938.09,5128.42,2440.31,2016
42,1119.41,380.40,562.73,1627.61,607.65,41.01,2636.58,3994.49,2482.56,905.46,277.55,1640.71,14573.05,11775.35,234.48,11659.82,4616.36,2204.78,2016
43,1122.23,371.57,429.40,1024.13,497.56,41.81,2640.40,4025.14,2787.06,1020.93,290.20,1843.53,14556.39,12605.62,228.17,12317.06,3776.90,1933.97,2016
44,1129.78,409.74,431.17,1313.14,435.10,42.51,2625.13,3959.28,2484.23,977.24,291.41,1915.97,14581.56,12402.48,234.60,11961.84,4052.84,1576.04,2016
45,1139.56,358.53,369.08,1700.04,503.18,47.94,2616.52,4280.36,2455.16,659.41,263.19,1550.32,14251.02,11679.01,227.05,11561.77,4381.52,2395.83,2016
46,1142.90,429.17,324.49,1092.51,275.46,49.21,2628.91,4375.69,3064.70,1163.67,296.87,1852.55,15409.32,13717.16,252.82,13085.52,3610.60,1892.08,2016
47,1131.95,412.97,611.69,3461.63,305.76,48.94,2577.20,3777.08,2062.92,801.29,282.12,1633.16,15617.45,11238.66,274.31,10851.64,6255.07,2215.70,2016
48,1140.35,429.92,388.95,2409.46,316.18,47.69,2509.07,3847.86,2626.79,964.28,294.09,1732.35,15356.75,12242.43,262.48,11680.35,5026.65,1914.08,2016
49,1164.00,405.61,490.30,2842.77,463.26,50.80,2537.89,3688.87,2681.33,901.27,290.39,1616.14,15820.88,12024.86,250.15,11425.49,5707.13,2080.08,2016
50,1185.62,392.23,371.50,2414.24,359.98,49.36,2514.63,3999.72,2886.74,1088.66,310.82,1792.03,15976.87,12831.42,230.95,12281.78,5083.74,2197.62,2016
51,1191.35,404.14,292.81,1597.90,189.86,49.09,2262.97,4265.50,3119.90,1259.06,321.00,1823.82,15652.71,13572.48,240.56,12731.25,4046.15,1909.27,2016
52,1190.52,384.31,487.47,2430.02,185.95,50.67,2016.99,3768.87,2613.16,1204.10,315.31,1695.66,14967.84,11864.69,225.47,11298.78,5044.24,2208.14,2016
53,1180.34,341.57,586.05,3907.27,284.27,45.51,1505.17,2883.48,1240.91,732.11,267.66,1210.30,12742.62,7965.32,266.47,7571.96,6612.67,1866.27,2016
1,1187.07,284.69,577.45,3228.06,197.16,47.45,1658.61,3601.17,2626.32,981.98,287.64,1719.10,15062.73,11060.34,230.37,10587.17,5809.53,2023.60,2017
2,1181.08,294.43,540.03,3473.61,121.22,47.79,1902.01,3988.77,2530.31,1096.17,287.49,1787.63,16062.88,11928.33,269.00,11304.89,5945.64,2277.99,2017
3,1188.09,295.27,177.40,1101.60,301.57,49.88,1939.51,4195.77,3840.19,1490.59,339.87,2178.19,16200.07,14619.78,272.97,13644.24,3453.67,1973.51,2017
4,1195.69,282.03,286.52,1024.56,442.65,48.02,2061.32,4004.08,3802.80,1445.46,354.75,2111.23,16328.83,14575.43,271.34,13424.89,3634.22,1887.90,2017
5,1220.23,339.15,545.50,1898.95,333.38,56.21,2116.86,3824.39,3397.83,1124.36,282.53,2089.73,15911.26,13133.72,275.33,12553.17,4675.94,2157.52,2017
6,1235.80,333.78,735.41,1590.57,402.78,64.08,1661.09,3974.86,3535.80,1220.34,274.03,2008.45,15956.95,13228.45,275.21,12400.54,4636.44,1817.03,2017
7,1241.79,284.52,606.05,1903.79,758.73,64.18,1638.58,4276.03,3200.48,1022.20,268.42,1913.34,15723.65,12455.38,270.53,12050.64,5127.47,2245.77,2017
8,1223.51,347.92,817.58,5191.30,550.74,62.67,1601.79,3635.51,1356.34,652.45,258.13,1411.99,15506.97,8947.66,273.35,8658.08,8451.85,2137.28,2017
9,1208.84,359.26,708.26,4361.54,779.67,59.32,1693.06,3656.90,1226.95,670.33,298.55,1413.63,15074.93,9225.76,273.96,8660.86,7775.44,2000.76,2017
10,1202.26,406.25,447.05,2337.85,734.82,57.78,1628.52,3894.57,2357.27,913.54,282.91,1700.55,15178.03,11658.64,284.81,10494.45,5468.91,1423.93,2017
11,1205.47,403.57,674.20,2983.71,1177.26,57.82,1627.00,3788.79,1825.26,667.51,278.19,1495.14,14758.52,9923.68,288.66,9403.69,6780.21,2007.03,2017
12,1203.14,462.77,486.04,2831.35,953.56,57.26,1616.59,3769.52,2028.64,708.75,306.76,1419.39,14852.81,10582.18,266.57,9542.89,6300.89,1580.13,2017
13,1188.35,413.88,295.41,1453.15,1679.16,52.57,1590.46,4152.44,1916.57,643.76,267.77,1358.37,14220.72,10793.29,256.03,9661.60,5350.29,1250.47,2017
14,1179.31,406.09,329.40,1783.34,1259.14,51.30,1507.92,4059.13,2091.40,709.94,286.73,1187.66,14090.34,10718.77,257.94,9556.05,5295.30,1164.33,2017
15,1182.89,362.93,746.31,3336.77,1343.67,51.49,1439.60,3680.12,1106.48,510.15,275.20,1017.11,13648.64,8222.22,281.42,7753.46,7299.25,1916.51,2017
16,1197.82,387.97,520.36,2574.34,1252.41,59.51,1738.15,3710.96,1428.38,586.35,273.25,1131.67,13786.32,9439.55,255.95,8595.52,6265.65,1616.49,2017
17,1195.28,441.63,369.79,1647.84,1324.26,59.39,1958.64,3920.84,1903.79,723.59,283.36,1291.22,14484.53,11142.94,224.42,9798.08,5321.54,1230.27,2017
18,1183.04,464.44,711.53,2539.83,1339.84,54.18,1860.33,3510.17,1472.08,603.11,255.55,1087.00,13851.78,9260.88,266.96,8532.70,6548.43,1671.97,2017
19,1160.21,504.75,380.87,1139.23,1533.53,55.21,1915.84,3635.91,2183.09,653.66,259.28,1237.33,13985.36,10932.06,218.01,9625.83,5033.09,1077.63,2017
20,1142.30,533.63,332.71,1193.22,1812.04,47.53,1838.70,3740.30,1943.94,591.39,260.22,1227.78,13904.72,10567.10,230.23,9342.10,5321.65,1143.63,2017
21,1152.65,508.31,254.23,1326.23,2105.30,46.94,1931.01,3595.45,1418.22,433.60,273.44,1076.39,13015.39,9329.95,245.83,8454.67,5667.08,1469.76,2017
22,1121.99,540.58,237.66,1235.05,2065.30,44.00,2022.35,3527.74,1917.73,695.65,292.28,1048.03,13828.81,10291.13,225.92,9211.51,5536.87,1414.37,2017
23,1116.92,553.11,566.34,2520.48,1705.55,41.46,2218.57,3292.55,698.01,406.45,289.86,1006.87,13160.29,8368.27,272.46,7622.45,6793.71,1582.48,2017
24,1117.75,520.06,535.48,2391.41,1989.01,41.28,2221.08,3455.11,1058.79,485.03,308.40,1007.74,13385.84,8470.29,251.49,8227.76,6903.39,2059.40,2017
25,1110.33,486.10,349.45,1634.15,2117.03,40.53,2176.48,3633.42,1842.88,681.68,281.22,1079.86,14020.07,9919.78,216.67,9414.33,6018.80,1870.87,2017
26,1114.31,512.90,449.80,2248.14,1447.43,40.97,2209.22,3654.91,1374.36,663.02,275.21,1125.15,13895.82,9750.82,199.49,9026.66,6088.76,1616.31,2017
27,1103.73,496.77,259.32,1401.21,1891.36,39.11,2125.51,3580.83,1777.50,783.04,232.86,1297.96,13843.16,10291.64,198.86,9564.83,5424.36,1552.20,2017
28,1102.36,507.86,239.99,1251.54,1570.81,40.61,1606.26,3607.40,1580.37,861.60,223.53,1485.35,13794.21,10732.21,182.21,9140.98,4936.69,680.87,2017
